aardvark, UKPRON, ˈɑːd.vɑːk
topography, UKPRON, təˈpɒɡ.rə.fi
topographical, UKPRON, ˌtɒp.əˈɡræf.ɪ.kəl
topographically, UKPRON, ˌtɒp.əˈɡræf.ɪ.kəl.i
topography, UKPRON, təˈpɒɡ.rə.fi
topological, NA, Not in dictionary
topologically, NA, Not in dictionary
topologies, REF, topology
topology, UKPRON, tɒpˈɒl.ə.dʒi
topologist, NA, Not in dictionary
topologists, NA, Not in dictionary
topology, UKPRON, tɒpˈɒl.ə.dʒi
topped, REF, top
top, REF, spinning-top
spinning-top, UKPRON, ˈspɪn.ɪŋ ˌtɒp
top, UKPRON, tɒp
top, UKPRON, tɒp-
topper, REF, top-hat
top-hat, UKPRON, ˌtɒp ˈhæt
topper, UKPRON, ˈtɒp.ər
topping, UKPRON, ˈtɒp.ɪŋ
toppings, REF, topping
topping, UKPRON, ˈtɒp.ɪŋ
topple, UKPRON, ˈtɒp.əl
toppled, REF, topple
topple, UKPRON, ˈtɒp.əl
topples, REF, topple
topple, UKPRON, ˈtɒp.əl
toppling, REF, topple
topple, UKPRON, ˈtɒp.əl
tops, UKPRON, tɒps
topsoil, UKPRON, ˈtɒp.sɔɪl
topspin, UKPRON, ˈtɒp.spɪn
topsyturvy, NA, Not in dictionary
torah, UKPRON, ˈtɔː.rə
torch, UKPRON, tɔːtʃ
torchbearer, NA, Not in dictionary
torchbearers, NA, Not in dictionary
torched, REF, torch
torch, UKPRON, tɔːtʃ
torches, REF, torch
torch, UKPRON, tɔːtʃ
torchlight, REF, torch
torch, UKPRON, tɔːtʃ
torchlight, UKPRON, ˈtɔːtʃ.laɪt
torchlit, REF, torchlight
torchlight, REF, torch
torch, UKPRON, tɔːtʃ
torchlight, UKPRON, ˈtɔːtʃ.laɪt
tore, REF, tear
tear, UKPRON, teər
tear, UKPRON, tɪər
tore, UKPRON, tɔːr
tori, NA, Not in dictionary
tories, REF, tory
tory, UKPRON, ˈtɔː.ri
torment, UKPRON, ˈtɔː.ment
tormented, REF, torment
torment, UKPRON, ˈtɔː.ment
tormenting, REF, torment
torment, UKPRON, ˈtɔː.ment
tormentor, UKPRON, tɔːˈmen.tər
tormentors, REF, tormentor
tormentor, UKPRON, tɔːˈmen.tər
torments, REF, torment
torment, UKPRON, ˈtɔː.ment
torn, REF, tear
tear, UKPRON, teər
tear, UKPRON, tɪər
torn, UKPRON, tɔːn
tornado, UKPRON, tɔːˈneɪ.dəʊ
toronto, UKPRON, təˈrɒn.təʊ
torpedo, UKPRON, tɔːˈpiː.dəʊ
torpedoed, REF, torpedo
torpedo, UKPRON, tɔːˈpiː.dəʊ
torpid, UKPRON, ˈtɔː.pɪd
torpor, UKPRON, ˈtɔː.pər
torque, UKPRON, tɔːk
torques, NA, Not in dictionary
torrent, UKPRON, ˈtɒr.ənt
torrential, UKPRON, təˈren.ʃəl
torrents, REF, torrent
torrent, UKPRON, ˈtɒr.ənt
torrid, UKPRON, ˈtɒr.ɪd
torsion, UKPRON, ˈtɔː.ʃən
torsional, NA, Not in dictionary
torsions, NA, Not in dictionary
torso, UKPRON, ˈtɔː.səʊ
tortoise, UKPRON, ˈtɔː.təs
tortoises, REF, tortoise
tortoise, UKPRON, ˈtɔː.təs
tortoiseshell, UKPRON, ˈtɔː.təʃ.ʃel
torts, REF, tort
tort, UKPRON, ˈtɔːt
tortuous, UKPRON, ˈtɔː.tʃu.əs
tortuously, UKPRON, ˈtɔː.tʃu.əs.li
torture, UKPRON, ˈtɔː.tʃər
tortured, UKPRON, ˈtɔː.tʃəd
torturer, UKPRON, ˈtɔː.tʃər.ər
torturers, REF, torturer
torturer, UKPRON, ˈtɔː.tʃər.ər
tortures, REF, torture
torture, UKPRON, ˈtɔː.tʃər
torturing, REF, torture
torture, UKPRON, ˈtɔː.tʃər
torturous, UKPRON, ˈtɔː.tʃər.əs
torus, NA, Not in dictionary
tory, UKPRON, ˈtɔː.ri
toss, UKPRON, tɒs
tossed, REF, toss
toss, UKPRON, tɒs
tossers, REF, tosser
tosser, UKPRON, ˈtɒs.ər
tosses, REF, toss
toss, UKPRON, tɒs
tossing, REF, toss
toss, UKPRON, tɒs
tossup, NA, Not in dictionary
tossups, NA, Not in dictionary
tot, UKPRON, tɒt
total, UKPRON, ˈtəʊ.təl
totalising, NA, Not in dictionary
totalitarian, UKPRON, təʊˌtæl.ɪˈteə.ri.ən
totalitarianism, UKPRON, təʊˌtæl.ɪˈteə.ri.ə.nɪ.zəm
totality, UKPRON, təʊˈtæl.ə.ti
totalled, REF, total
total, UKPRON, ˈtəʊ.təl
totalling, REF, total
total, UKPRON, ˈtəʊ.təl
totally, UKPRON, ˈtəʊ.təl.i
totals, REF, total
total, UKPRON, ˈtəʊ.təl
totem, UKPRON, ˈtəʊ.təm
totemic, UKPRON, təʊˈtem.ɪk
totems, REF, totem
totem, UKPRON, ˈtəʊ.təm
tots, REF, tot
tot, UKPRON, tɒt
totted, REF, tot-sth-up
tot-sth-up, UKPRON, tɒt
totter, UKPRON, ˈtɒt.ər
tottered, REF, totter
totter, UKPRON, ˈtɒt.ər
tottering, UKPRON, ˈtɒt.ər.ɪŋ
totters, REF, totter
totter, UKPRON, ˈtɒt.ər
totting, REF, tot-sth-up
tot-sth-up, UKPRON, tɒt
toucans, REF, toucan
toucan, UKPRON, ˈtuː.kən
touch, UKPRON, tʌtʃ
touchandgo, NA, Not in dictionary
touchdown, UKPRON, ˈtʌtʃ.daʊn
touchdowns, REF, touchdown
touchdown, UKPRON, ˈtʌtʃ.daʊn
touche, UKPRON, tuːˈʃeɪ
touched, UKPRON, tʌtʃt
toucher, NA, Not in dictionary
touches, REF, touch
touch, UKPRON, tʌtʃ
touchier, REF, touchy
touchy, UKPRON, ˈtʌtʃ.i
touchiest, REF, touchy
touchy, UKPRON, ˈtʌtʃ.i
touchiness, UKPRON, ˈtʌtʃ.i.nəs
touching, UKPRON, ˈtʌtʃ.ɪŋ
touchingly, UKPRON, ˈtʌtʃ.ɪŋ.li
touchy, UKPRON, ˈtʌtʃ.i
tough, UKPRON, tʌf
toughen, UKPRON, ˈtʌf.ən
toughened, REF, toughen
toughen, UKPRON, ˈtʌf.ən
toughens, REF, toughen
toughen, UKPRON, ˈtʌf.ən
tougher, REF, tough
tough, UKPRON, tʌf
toughest, REF, tough
tough, UKPRON, tʌf
toughie, UKPRON, ˈtʌf.i
toughies, REF, toughie
toughie, UKPRON, ˈtʌf.i
toughly, UKPRON, ˈtʌf.li
toughness, UKPRON, ˈtʌf.nəs
toughs, REF, tough
tough, UKPRON, tʌf
toupee, UKPRON, ˈtuː.peɪ
tour, REF, tour-of-duty
tour-of-duty, UKPRON, ˌtʊər əv ˈdjuː.ti
tour, UKPRON, tʊər
toured, REF, tour
tour, REF, tour-of-duty
tour-of-duty, UKPRON, ˌtʊər əv ˈdjuː.ti
tour, UKPRON, tʊər
tourer, NA, Not in dictionary
tourers, NA, Not in dictionary
touring, UKPRON, ˈtʊə.rɪŋ
tourism, UKPRON, ˈtʊə.rɪ.zəm
tourist, UKPRON, ˈtʊə.rɪst
touristic, UKPRON, tʊəˈrɪs.tɪk
tourists, REF, tourist
tourist, UKPRON, ˈtʊə.rɪst
touristy, UKPRON, ˈtʊə.rɪ.sti
tournament, UKPRON, ˈtʊə.nə.mənt
tournaments, REF, tournament
tournament, UKPRON, ˈtʊə.nə.mənt
tourney, REF, tournament
tournament, UKPRON, ˈtʊə.nə.mənt
tourniquet, UKPRON, ˈtʊə.nɪ.keɪ
tours, REF, tour
tour, REF, tour-of-duty
tour-of-duty, UKPRON, ˌtʊər əv ˈdjuː.ti
tour, UKPRON, tʊər
tousled, UKPRON, ˈtaʊ.zəld
tousles, NA, Not in dictionary
tout, UKPRON, taʊt
touted, REF, tout
tout, UKPRON, taʊt
touting, REF, tout
tout, UKPRON, taʊt
touts, REF, tout
tout, UKPRON, taʊt
tow, UKPRON, təʊ
toward, UKPRON, təˈwɔːd
towards, UKPRON, təˈwɔːdz
towed, REF, tow
tow, UKPRON, təʊ
towel, UKPRON, taʊəl
towelled, REF, towel
towel, UKPRON, taʊəl
towelling, UKPRON, ˈtaʊə.lɪŋ
towels, REF, towel
towel, UKPRON, taʊəl
tower, UKPRON, taʊər
towered, REF, tower
tower, UKPRON, taʊər
towering, UKPRON, ˈtaʊə.rɪŋ
towers, REF, tower
tower, UKPRON, taʊər
towing, REF, tow
tow, UKPRON, təʊ
town, UKPRON, taʊn
towns, REF, town
town, UKPRON, taʊn
townscape, NA, Not in dictionary
townscapes, NA, Not in dictionary
townsfolk, REF, townspeople
townspeople, UKPRON, ˈtaʊnzˌpiː.pəl
township, UKPRON, ˈtaʊn.ʃɪp
townships, REF, township
township, UKPRON, ˈtaʊn.ʃɪp
townsman, NA, Not in dictionary
townsmen, NA, Not in dictionary
townspeople, UKPRON, ˈtaʊnzˌpiː.pəl
towpath, UKPRON, ˈtəʊ.pɑːθ
towpaths, REF, towpath
towpath, UKPRON, ˈtəʊ.pɑːθ
tows, REF, tow
tow, UKPRON, təʊ
toxaemia, UKPRON, tɒkˈsiː.mi.ə
toxic, UKPRON, ˈtɒk.sɪk
toxicity, UKPRON, tɒkˈsɪs.ɪ.ti
toxicological, NA, Not in dictionary
toxicology, UKPRON, ˌtɒk.sɪˈkɒl.ə.dʒi
toxin, UKPRON, ˈtɒk.sɪn
toxins, REF, toxin
toxin, UKPRON, ˈtɒk.sɪn
toy, UKPRON, tɔɪ
toyed, REF, toy-with-something
toy-with-something, NA, No UK prononciation
toying, REF, toy-with-something
toy-with-something, NA, No UK prononciation
toymaker, UKPRON, ˈtɔɪˌmeɪkər
toys, REF, toy
toy, UKPRON, tɔɪ
toyshop, NA, Not in dictionary
trace, UKPRON, treɪs
traceability, UKPRON, ˌtreɪsəˈbɪləti
traceable, UKPRON, ˈtreɪ.sə.bəl
traced, REF, trace
trace, UKPRON, treɪs
traceless, NA, Not in dictionary
tracer, UKPRON, ˈtreɪ.sər
tracers, REF, tracer
tracer, UKPRON, ˈtreɪ.sər
tracery, NA, Not in dictionary
traces, REF, trace
trace, UKPRON, treɪs
trachea, REF, windpipe
windpipe, UKPRON, ˈwɪnd.paɪp
trachea, UKPRON, trəˈkiː.ə
tracheal, UKPRON, trəˈkiː.əl
tracheostomy, UKPRON, træk.iˈɒst.ə.mi
tracheotomy, UKPRON, ˌtræk.iˈɒt.ə.mi
tracing, UKPRON, ˈtreɪ.sɪŋ
tracings, REF, tracing
tracing, UKPRON, ˈtreɪ.sɪŋ
track, UKPRON, træk
trackbed, NA, Not in dictionary
tracked, REF, track
track, UKPRON, træk
tracker, UKPRON, ˈtræk.ər
trackers, REF, tracker
tracker, UKPRON, ˈtræk.ər
tracking, UKPRON, ˈtræk.ɪŋ
trackless, UKPRON, ˈtræk.ləs
tracks, REF, track
track, UKPRON, træk
tracksuit, UKPRON, ˈtræk.suːt
tracksuits, REF, tracksuit
tracksuit, UKPRON, ˈtræk.suːt
trackway, NA, Not in dictionary
trackways, NA, Not in dictionary
tract, UKPRON, trækt
tractability, UKPRON, ˌtræk.təˈbɪl.ə.ti
tractable, UKPRON, ˈtræk.tə.bəl
traction, UKPRON, ˈtræk.ʃən
tractor, UKPRON, ˈtræk.tər
tractors, REF, tractor
tractor, UKPRON, ˈtræk.tər
tracts, REF, tract
tract, UKPRON, trækt
trad, REF, trad-jazz
trad-jazz, REF, traditional-jazz
traditional-jazz, UKPRON, trəˌdɪʃ.ən.əl ˈdʒæz
trad-jazz, UKPRON, ˌtræd ˈdʒæz
trad, UKPRON, træd
trade, UKPRON, treɪd
tradeable, UKPRON, ˈtreɪdəbl
traded, REF, trade
trade, UKPRON, treɪd
tradein, NA, Not in dictionary
tradeins, NA, Not in dictionary
trademark, UKPRON, ˈtreɪd.mɑːk
trademarked, REF, trademark
trademark, UKPRON, ˈtreɪd.mɑːk
trademarks, REF, trademark
trademark, UKPRON, ˈtreɪd.mɑːk
trader, UKPRON, ˈtreɪ.dər
traders, REF, trader
trader, UKPRON, ˈtreɪ.dər
trades, REF, trade
trade, UKPRON, treɪd
tradesman, UKPRON, ˈtreɪdz.mən
tradesmen, REF, tradesman
tradesman, UKPRON, ˈtreɪdz.mən
tradespeople, UKPRON, ˈtreɪdzˌpiː.pəl
trading, UKPRON, ˈtreɪ.dɪŋ
tradings, NA, Not in dictionary
tradition, UKPRON, trəˈdɪʃ.ən
traditional, UKPRON, trəˈdɪʃ.ən.əl
traditionalism, UKPRON, trəˈdɪʃ.ən.əl.ɪ.zəm
traditionalist, UKPRON, trəˈdɪʃ.ən.əl.ɪst
traditionalists, REF, traditionalist
traditionalist, UKPRON, trəˈdɪʃ.ən.əl.ɪst
traditionally, UKPRON, trəˈdɪʃ.ən.əl.i
traditions, REF, tradition
tradition, UKPRON, trəˈdɪʃ.ən
traduced, REF, traduce
traduce, UKPRON, trəˈdʒuːs
traducer, NA, Not in dictionary
traffic, UKPRON, ˈtræf.ɪk
trafficked, REF, traffic
traffic, UKPRON, ˈtræf.ɪk
trafficker, UKPRON, ˈtræf.ɪ.kər
traffickers, REF, trafficker
trafficker, UKPRON, ˈtræf.ɪ.kər
trafficking, UKPRON, ˈtræf.ɪ.kɪŋ
tragedian, NA, Not in dictionary
tragedians, NA, Not in dictionary
tragedies, REF, tragedy
tragedy, UKPRON, ˈtrædʒ.ə.di
tragedy, UKPRON, ˈtrædʒ.ə.di
tragic, UKPRON, ˈtrædʒ.ɪk
tragical, NA, Not in dictionary
tragically, UKPRON, ˈtrædʒ.ɪ.kəl.i
trail, UKPRON, treɪl
trailed, REF, trail
trail, UKPRON, treɪl
trailer, UKPRON, ˈtreɪ.lər
trailers, REF, trailer
trailer, UKPRON, ˈtreɪ.lər
trailing, UKPRON, ˈtreɪ.lɪŋ
trails, REF, trail
trail, UKPRON, treɪl
train, UKPRON, treɪn
trained, UKPRON, treɪnd
trainee, UKPRON, ˌtreɪˈniː
trainees, REF, trainee
trainee, UKPRON, ˌtreɪˈniː
trainer, UKPRON, ˈtreɪ.nər
trainers, REF, trainer
trainer, UKPRON, ˈtreɪ.nər
training, UKPRON, ˈtreɪ.nɪŋ
trainings, NA, Not in dictionary
trainload, NA, Not in dictionary
trains, REF, train
train, UKPRON, treɪn
trait, UKPRON, treɪt
traitor, UKPRON, ˈtreɪ.tər
traitorous, UKPRON, ˈtreɪ.tər.əs
traitorously, NA, Not in dictionary
traitors, REF, traitor
traitor, UKPRON, ˈtreɪ.tər
traits, REF, trait
trait, UKPRON, treɪt
trajectories, REF, trajectory
trajectory, UKPRON, trəˈdʒek.tər.i
trajectory, UKPRON, trəˈdʒek.tər.i
tram, UKPRON, træm
tramcar, NA, Not in dictionary
tramcars, NA, Not in dictionary
tramlines, UKPRON, ˈtræm.laɪnz
trammel, NA, Not in dictionary
tramp, UKPRON, træmp
tramped, REF, tramp
tramp, UKPRON, træmp
tramping, REF, tramp
tramp, UKPRON, træmp
trample, UKPRON, ˈtræm.pəl
trampled, REF, trample
trample, UKPRON, ˈtræm.pəl
tramples, REF, trample
trample, UKPRON, ˈtræm.pəl
trampling, REF, trample
trample, UKPRON, ˈtræm.pəl
trampoline, UKPRON, ˈtræm.pəl.iːn
trampolines, REF, trampoline
trampoline, UKPRON, ˈtræm.pəl.iːn
trampolining, UKPRON, ˈtræm.pəl.iː.nɪŋ
trampolinist, UKPRON, ˈtræm.pəl.iː.nɪst
tramps, REF, tramp
tramp, UKPRON, træmp
trams, REF, tram
tram, UKPRON, træm
tramway, NA, Not in dictionary
tramways, NA, Not in dictionary
trance, UKPRON, trɑːns
trances, REF, trance
trance, UKPRON, trɑːns
tranche, UKPRON, trɑːntʃ
tranches, REF, tranche
tranche, UKPRON, trɑːntʃ
tranny, REF, transgender
transgender, UKPRON, trænzˈdʒen.dər
tranny, UKPRON, ˈtræn.i
tranquil, UKPRON, ˈtræŋ.kwɪl
tranquillise, REF, tranquilize
tranquilize, UKPRON, ˈtræŋ.kwɪ.laɪz
tranquillised, REF, tranquilize
tranquilize, UKPRON, ˈtræŋ.kwɪ.laɪz
tranquilliser, REF, tranquilizer
tranquilizer, UKPRON, ˈtræŋ.kwɪ.laɪ.zər
tranquillisers, REF, tranquilizer
tranquilizer, UKPRON, ˈtræŋ.kwɪ.laɪ.zər
tranquillity, UKPRON, træŋˈkwɪl.ə.ti
tranquilly, UKPRON, ˈtræŋ.kwɪ.li
transact, UKPRON, trænˈzækt
transacted, REF, transact
transact, UKPRON, trænˈzækt
transacting, REF, transact
transact, UKPRON, trænˈzækt
transaction, UKPRON, trænˈzæk.ʃən
transactional, UKPRON, trænˈzækʃənəl
transactions, REF, transaction
transaction, UKPRON, trænˈzæk.ʃən
transactor, NA, Not in dictionary
transatlantic, UKPRON, ˌtræn.zətˈlæn.tɪk
transceiver, UKPRON, trænˈsiːvər
transceivers, REF, transceiver
transceiver, UKPRON, trænˈsiːvər
transcend, UKPRON, trænˈsend
transcended, REF, transcend
transcend, UKPRON, trænˈsend
transcendence, UKPRON, trænˈsen.dəns
transcendent, UKPRON, trænˈsen.dənt
transcendental, UKPRON, ˌtræn.senˈden.təl
transcendentally, NA, Not in dictionary
transcendentals, NA, Not in dictionary
transcending, REF, transcend
transcend, UKPRON, trænˈsend
transcends, REF, transcend
transcend, UKPRON, trænˈsend
transcontinental, UKPRON, ˌtrænˌskɒn.tɪˈnen.təl
transcribe, UKPRON, trænˈskraɪb
transcribed, REF, transcribe
transcribe, UKPRON, trænˈskraɪb
transcriber, NA, Not in dictionary
transcribers, NA, Not in dictionary
transcribes, REF, transcribe
transcribe, UKPRON, trænˈskraɪb
transcribing, REF, transcribe
transcribe, UKPRON, trænˈskraɪb
transcript, UKPRON, ˈtræn.skrɪpt
transcription, UKPRON, trænˈskrɪp.ʃən
transcriptional, NA, Not in dictionary
transcriptions, REF, transcription
transcription, UKPRON, trænˈskrɪp.ʃən
transcripts, REF, transcript
transcript, UKPRON, ˈtræn.skrɪpt
transducer, UKPRON, trænzˈdʒuː.sər
transducers, REF, transducer
transducer, UKPRON, trænzˈdʒuː.sər
transduction, NA, Not in dictionary
transection, NA, Not in dictionary
transept, UKPRON, ˈtræn.sept
transepts, REF, transept
transept, UKPRON, ˈtræn.sept
transfer, UKPRON, trænsˈfɜːr
transferability, NA, Not in dictionary
transferable, UKPRON, trænsˈfɜː.rə.bəl
transferee, UKPRON, ˌtrænsfəˈriː
transferees, REF, transferee
transferee, UKPRON, ˌtrænsfəˈriː
transference, UKPRON, trænsˈfɜː.rəns
transferral, NA, Not in dictionary
transferred, REF, transfer
transfer, UKPRON, trænsˈfɜːr
transferring, REF, transfer
transfer, UKPRON, trænsˈfɜːr
transfers, REF, transfer
transfer, UKPRON, trænsˈfɜːr
transfiguration, UKPRON, ˌtræns.fɪ.ɡərˈeɪ.ʃən
transfigured, REF, transfigure
transfigure, UKPRON, trænsˈfɪɡ.ər
transfinite, NA, Not in dictionary
transfinitely, NA, Not in dictionary
transfixed, UKPRON, trænsˈfɪkst
transform, UKPRON, trænsˈfɔːm
transformation, UKPRON, ˌtræns.fəˈmeɪ.ʃən
transformational, UKPRON, ˌtrænsfəˈmeɪʃənəl
transformations, REF, transformation
transformation, UKPRON, ˌtræns.fəˈmeɪ.ʃən
transformative, UKPRON, trænsˈfɔː.mə.tɪv
transformed, REF, transform
transform, UKPRON, trænsˈfɔːm
transformer, UKPRON, trænsˈfɔː.mər
transformers, REF, transformer
transformer, UKPRON, trænsˈfɔː.mər
transforming, REF, transform
transform, UKPRON, trænsˈfɔːm
transforms, REF, transform
transform, UKPRON, trænsˈfɔːm
transfused, NA, Not in dictionary
transfusing, NA, Not in dictionary
transfusion, UKPRON, trænsˈfjuː.ʒən
transfusions, REF, transfusion
transfusion, UKPRON, trænsˈfjuː.ʒən
transgress, UKPRON, trænzˈɡres
transgressed, REF, transgress
transgress, UKPRON, trænzˈɡres
transgresses, REF, transgress
transgress, UKPRON, trænzˈɡres
transgressing, REF, transgress
transgress, UKPRON, trænzˈɡres
transgression, UKPRON, trænzˈɡreʃ.ən
transgressions, REF, transgression
transgression, UKPRON, trænzˈɡreʃ.ən
transgressive, NA, Not in dictionary
transgressor, UKPRON, trænzˈɡres.ər
transgressors, REF, transgressor
transgressor, UKPRON, trænzˈɡres.ər
transhipment, NA, Not in dictionary
transience, UKPRON, ˈtræn.zi.əns
transient, UKPRON, ˈtræn.zi.ənt
transiently, NA, Not in dictionary
transients, REF, transient
transient, UKPRON, ˈtræn.zi.ənt
transistor, UKPRON, trænˈzɪs.tər
transistorised, REF, transistorized
transistorized, UKPRON, trænˈzɪs.tər.aɪzd
transistors, REF, transistor
transistor, UKPRON, trænˈzɪs.tər
transit, UKPRON, ˈtræn.zɪt
transit, UKPRON, ˈtræn.zɪt
transition, UKPRON, trænˈzɪʃ.ən
transitional, UKPRON, trænˈzɪʃ.ən.əl
transitions, REF, transition
transition, UKPRON, trænˈzɪʃ.ən
transitive, UKPRON, ˈtræn.sə.tɪv
transitively, UKPRON, ˈtræn.sə.tɪv.li
transitivity, UKPRON, ˌtræn.səˈtɪv.ə.ti
transitoriness, NA, Not in dictionary
transitory, UKPRON, ˈtræn.zɪ.tər.i
transits, REF, transit
transit, UKPRON, ˈtræn.zɪt
transit, UKPRON, ˈtræn.zɪt
translatable, NA, Not in dictionary
translate, UKPRON, trænzˈleɪt
translated, REF, translate
translate, UKPRON, trænzˈleɪt
translates, REF, translate
translate, UKPRON, trænzˈleɪt
translating, REF, translate
translate, UKPRON, trænzˈleɪt
translation, UKPRON, trænzˈleɪ.ʃən
translational, NA, Not in dictionary
translations, REF, translation
translation, UKPRON, trænzˈleɪ.ʃən
translator, UKPRON, trænzˈleɪ.tər
translators, REF, translator
translator, UKPRON, trænzˈleɪ.tər
transliterate, UKPRON, trænzˈlɪt.ər.eɪt
transliterated, REF, transliterate
transliterate, UKPRON, trænzˈlɪt.ər.eɪt
transliterates, REF, transliterate
transliterate, UKPRON, trænzˈlɪt.ər.eɪt
transliterating, REF, transliterate
transliterate, UKPRON, trænzˈlɪt.ər.eɪt
transliteration, UKPRON, ˌtrænz.lɪ.tərˈeɪ.ʃən
transliterations, REF, transliteration
transliteration, UKPRON, ˌtrænz.lɪ.tərˈeɪ.ʃən
translucence, UKPRON, trænzˈluː.səns
translucency, NA, Not in dictionary
translucent, UKPRON, trænzˈluː.sənt
transmigration, UKPRON, ˌtrænz.maɪˈɡreɪ.ʃən
transmissible, UKPRON, trænzˈmɪs.ə.bəl
transmission, UKPRON, trænzˈmɪʃ.ən
transmissions, REF, transmission
transmission, UKPRON, trænzˈmɪʃ.ən
transmissive, NA, Not in dictionary
transmit, UKPRON, trænzˈmɪt
transmits, REF, transmit
transmit, UKPRON, trænzˈmɪt
transmittable, UKPRON, trænzˈmɪt.ə.bəl
transmittance, NA, Not in dictionary
transmitted, REF, transmit
transmit, UKPRON, trænzˈmɪt
transmitter, UKPRON, trænzˈmɪt.ər
transmitters, REF, transmitter
transmitter, UKPRON, trænzˈmɪt.ər
transmitting, REF, transmit
transmit, UKPRON, trænzˈmɪt
transmogrification, UKPRON, ˌtrænz.mɒɡ.rɪ.fɪˈkeɪ.ʃən
transmogrifies, REF, transmogrify
transmogrify, UKPRON, trænzˈmɒɡ.rɪ.faɪ
transmogrify, UKPRON, trænzˈmɒɡ.rɪ.faɪ
transmutation, UKPRON, ˌtrænz.mjuːˈteɪ.ʃən
transmute, UKPRON, trænzˈmjuːt
transmuted, REF, transmute
transmute, UKPRON, trænzˈmjuːt
transmuting, REF, transmute
transmute, UKPRON, trænzˈmjuːt
transnational, UKPRON, ˌtrænzˈnæʃ.ən.əl
transom, UKPRON, ˈtræn.səm
transonic, NA, Not in dictionary
transparencies, REF, transparency
transparency, UKPRON, trænˈspær.ən.si
transparency, UKPRON, trænˈspær.ən.si
transparent, UKPRON, trænˈspær.ənt
transparently, NA, Not in dictionary
transpiration, UKPRON, ˌtræn.spɪˈreɪ.ʃən
transpire, UKPRON, trænˈspaɪər
transpired, REF, transpire
transpire, UKPRON, trænˈspaɪər
transpires, REF, transpire
transpire, UKPRON, trænˈspaɪər
transplant, UKPRON, trænˈsplɑːnt
transplantation, UKPRON, ˌtræn.splaːnˈteɪ.ʃən
transplanted, REF, transplant
transplant, UKPRON, trænˈsplɑːnt
transplanting, REF, transplant
transplant, UKPRON, trænˈsplɑːnt
transplants, REF, transplant
transplant, UKPRON, trænˈsplɑːnt
transponder, UKPRON, trænˈspɒn.dər
transponders, REF, transponder
transponder, UKPRON, trænˈspɒn.dər
transport, UKPRON, ˈtræn.spɔːt
transportability, NA, Not in dictionary
transportable, UKPRON, trænsˈpɔːtəbl
transportation, UKPRON, ˌtræn.spɔːˈteɪ.ʃən
transported, REF, transport
transport, UKPRON, ˈtræn.spɔːt
transporter, UKPRON, trænˈspɔː.tər
transporters, REF, transporter
transporter, UKPRON, trænˈspɔː.tər
transporting, REF, transport
transport, UKPRON, ˈtræn.spɔːt
transports, REF, transport
transport, UKPRON, ˈtræn.spɔːt
transpose, UKPRON, trænˈspəʊz
transposed, REF, transpose
transpose, UKPRON, trænˈspəʊz
transposes, REF, transpose
transpose, UKPRON, trænˈspəʊz
transposing, REF, transpose
transpose, UKPRON, trænˈspəʊz
transposition, UKPRON, ˌtræn.spəˈzɪʃ.ən
transpositions, REF, transposition
transposition, UKPRON, ˌtræn.spəˈzɪʃ.ən
transverse, UKPRON, trænzˈvɜːs
transversely, UKPRON, trænzˈvɜːs.li
transvestism, UKPRON, trænzˈves.tɪ.zəm
transvestite, REF, cross-dresser
cross-dresser, UKPRON, ˌkrɒsˈdres.ər
transvestite, UKPRON, trænzˈves.taɪt
transvestites, REF, transvestite
transvestite, REF, cross-dresser
cross-dresser, UKPRON, ˌkrɒsˈdres.ər
transvestite, UKPRON, trænzˈves.taɪt
trap, UKPRON, træp
trapdoor, UKPRON, ˈtræp.dɔːr
trapdoors, REF, trapdoor
trapdoor, UKPRON, ˈtræp.dɔːr
trapeze, UKPRON, trəˈpiːz
trappable, NA, Not in dictionary
trapped, REF, trap
trap, UKPRON, træp
trapper, UKPRON, ˈtræp.ər
trappers, REF, trapper
trapper, UKPRON, ˈtræp.ər
trapping, REF, trap
trap, UKPRON, træp
trappings, UKPRON, ˈtræp.ɪŋz
traps, REF, trap
trap, UKPRON, træp
trash, UKPRON, træʃ
trashed, REF, trash
trash, UKPRON, træʃ
trashy, UKPRON, ˈtræʃ.i
trauma, UKPRON, ˈtrɔː.mə
traumas, REF, trauma
trauma, UKPRON, ˈtrɔː.mə
traumata, NA, Not in dictionary
traumatic, UKPRON, trɔːˈmæt.ɪk
traumatise, REF, traumatize
traumatize, UKPRON, ˈtrɔː.mə.taɪz
traumatised, REF, traumatized
traumatized, UKPRON, ˈtrɔː.mə.taɪzd
travail, UKPRON, ˈtræv.eɪl
travails, UKPRON, ˈtræv.eɪlz
travel, UKPRON, ˈtræv.əl
travelled, UKPRON, ˈtræv.əld
traveller, REF, gypsy
gypsy, UKPRON, ˈdʒɪp.si
traveller, UKPRON, ˈtræv.əl.ər
travellers, REF, traveller
traveller, REF, gypsy
gypsy, UKPRON, ˈdʒɪp.si
traveller, UKPRON, ˈtræv.əl.ər
travelling, UKPRON, ˈtræv.əl.ɪŋ
travelogue, UKPRON, ˈtræv.əl.ɒɡ
travelogues, REF, travelogue
travelogue, UKPRON, ˈtræv.əl.ɒɡ
travels, REF, travel
travel, UKPRON, ˈtræv.əl
traversal, NA, Not in dictionary
traversals, NA, Not in dictionary
traverse, UKPRON, trəˈvɜːs
traversed, REF, traverse
traverse, UKPRON, trəˈvɜːs
traverses, REF, traverse
traverse, UKPRON, trəˈvɜːs
traversing, REF, traverse
